sha256,labels,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,,,,,,,,,,,,,,,,,,,,,,
be756153f3321de856329fdf3cb87528333d6041400a25b2ebb1f8276bca6733,0,RegCreateKeyExW,LdrUnloadDll,CoUninitialize,RegCloseKey,DrawTextExW,GetSystemInfo,FindResourceW,IsDebuggerPresent,GetSystemWindowsDirectoryW,NtQueryValueKey,GetFileVersionInfoSizeW,GetForegroundWindow,RegQueryValueExW,NtMapViewOfSection,GetSystemMetrics,SizeofResource,GetFileSize,RegOpenKeyExW,NtAllocateVirtualMemory,LdrGetDllHandle,NtFreeVirtualMemory,GetSystemDirectoryW,LoadStringW,FindResourceExW,NtCreateFile,GetSystemTimeAsFileTime,CoInitializeEx,NtCreateSection,SetUnhandledExceptionFilter,NtOpenKey,NtOpenMutant,LoadResource,LdrGetProcedureAddress,GetFileVersionInfoW,NtOpenDirectoryObject,RegSetValueExW,LdrLoadDll,NtTerminateProcess,NtQueryInformationFile,NtClose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1c4b1acf31ec2dd48c746ad7cf2cc1404c76c7492bd15a6953f2ce6991496856,0,LdrUnloadDll,GetFileType,NtCreateSection,NtClose,LoadStringW,NtOpenKey,LdrGetProcedureAddress,SetUnhandledExceptionFilter,GetFileVersionInfoW,GetSystemWindowsDirectoryW,NtQueryValueKey,GetSystemTimeAsFileTime,GetFileVersionInfoSizeW,LdrLoadDll,NtCreateFile,NtTerminateProcess,LdrGetDllHandle,WriteConsoleW,NtMapViewOfSection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9ff8dd3d7d1d69a3ba8d4375e774e7ff3258a53e846e5b435234d190abc0eece,0,CreateToolhelp32Snapshot,LdrUnloadDll,NtOpenSection,NtOpenMutant,GetForegroundWindow,NtReadFile,DrawTextExW,NtSetInformationFile,FindResourceW,GetSystemWindowsDirectoryW,NtQueryValueKey,GetFileVersionInfoSizeW,NtOpenProcess,RegCloseKey,GetFileAttributesW,RegQueryValueExW,NtFreeVirtualMemory,Process32NextW,GetSystemMetrics,NtMapViewOfSection,SizeofResource,CreateActCtxW,RegOpenKeyExW,SetErrorMode,NtAllocateVirtualMemory,CreateDirectoryW,DeleteFileW,NtWriteFile,LdrGetDllHandle,Process32FirstW,GetKeyState,GetAsyncKeyState,OleInitialize,NtOpenFile,CreateThread,GetSystemDirectoryW,NtUnmapViewOfSection,SetUnhandledExceptionFilter,FindResourceExW,NtCreateFile,GetSystemTimeAsFileTime,NtQueryAttributesFile,FindFirstFileExW,NtCreateMutant,CoInitializeEx,GetTempPathW,NtCreateSection,SearchPathW,NtOpenKey,RegisterHotKey,LoadResource,LdrGetProcedureAddress,SetWindowsHookExW,GetFileVersionInfoW,FindWindowW,LdrLoadDll,NtQueryInformationFile,NtClose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
937dfb54cb92d4969fe70941f98112f9ab24996913d28e5e5b027de77926b046,0,RegCreateKeyExW,LdrUnloadDll,NtOpenSection,NtQueryKey,NtDuplicateObject,GetShortPathNameW,GetSystemInfo,NtCreateKey,NtResumeThread,GetSystemWindowsDirectoryW,NtClose,GetFileVersionInfoSizeW,NtOpenProcess,GetFileAttributesW,RegQueryValueExW,NtMapViewOfSection,GetSystemMetrics,RtlAddVectoredContinueHandler,CoInitializeEx,RtlAddVectoredExceptionHandler,CreateActCtxW,GetFileSize,RegOpenKeyExW,SearchPathW,DrawTextExW,SetErrorMode,NtAllocateVirtualMemory,RegOpenKeyExA,NtWriteFile,LdrGetDllHandle,NtFreeVirtualMemory,NtQuerySystemInformation,NtEnumerateValueKey,NtReadFile,NtOpenFile,SHGetFolderPathW,CreateThread,NtUnmapViewOfSection,RegQueryInfoKeyW,GetSystemDirectoryW,RegEnumKeyExW,NtQueryDirectoryFile,CryptAcquireContextW,SetUnhandledExceptionFilter,FindResourceExW,NtCreateFile,GetSystemTimeAsFileTime,GlobalMemoryStatusEx,NtQueryAttributesFile,NtCreateMutant,NtProtectVirtualMemory,GetFileAttributesExW,RegEnumValueW,GetTempPathW,NtCreateSection,LoadStringW,NtOpenKey,NtOpenMutant,LoadResource,LdrGetProcedureAddress,GetFileVersionInfoW,IsDebuggerPresent,NtOpenDirectoryObject,GetFileType,NtOpenKeyEx,LdrLoadDll,NtQueryInformationFile,NtQueryValueKey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e5ba7b92c31ce3beb0de90493b342569330204c71c6b163f1e3c67d584624ffb,0,LdrUnloadDll,NtQueryKey,NtDuplicateObject,GetShortPathNameW,GetSystemInfo,IsDebuggerPresent,GetSystemWindowsDirectoryW,NtClose,GetFileVersionInfoSizeW,NtOpenProcess,GetFileAttributesW,RegQueryValueExW,NtMapViewOfSection,RtlAddVectoredExceptionHandler,GetFileSize,RegOpenKeyExW,SetErrorMode,NtResumeThread,NtReadFile,GetFileInformationByHandle,LdrGetDllHandle,NtSetInformationFile,NtFreeVirtualMemory,NtQuerySystemInformation,NtAllocateVirtualMemory,NtOpenFile,CoInitializeEx,CreateThread,NtUnmapViewOfSection,RegQueryInfoKeyW,GetSystemDirectoryW,RegEnumKeyExW,NtQueryDirectoryFile,SetUnhandledExceptionFilter,NtCreateFile,NtCreateThreadEx,GetSystemTimeAsFileTime,GlobalMemoryStatusEx,NtQueryAttributesFile,NtCreateMutant,NtProtectVirtualMemory,GetFileAttributesExW,RegEnumValueW,NtCreateSection,LoadStringW,NtOpenKey,LdrGetProcedureAddress,GetFileVersionInfoW,NtOpenDirectoryObject,NtOpenKeyEx,LdrLoadDll,NtTerminateProcess,NtQueryInformationFile,NtQueryValueKey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17f746d82695fa9b35493b41859d39d786d32b23a9d2e00f4011dec7a02402ae,0,RegCloseKey,FindResourceW,GetSystemWindowsDirectoryW,NtQueryValueKey,GetFileAttributesW,RegQueryValueExW,NtMapViewOfSection,SizeofResource,RegOpenKeyExW,NtAllocateVirtualMemory,LdrGetDllHandle,NtUnmapViewOfSection,SetUnhandledExceptionFilter,NtCreateFile,GetSystemTimeAsFileTime,NtQueryAttributesFile,FindFirstFileExW,NtCreateSection,LoadStringW,NtOpenKey,LoadResource,LdrGetProcedureAddress,NtOpenThread,GetFileType,LdrLoadDll,WriteConsoleW,NtClose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e940c78c8a2adbc47e93c42e3b4c36246ce57616eab523f2f1e2883756a2dc14,0,LdrUnloadDll,NtOpenKey,NtUnmapViewOfSection,LdrGetProcedureAddress,SetUnhandledExceptionFilter,NtTerminateProcess,NtClose,GetSystemTimeAsFileTime,NtQueryAttributesFile,LdrGetDllHandle,NtQueryValueKey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7092f1ddb58d11d707d6822461b80fcbb033bae29fe075a185836966b03c30fa,0,LdrUnloadDll,RegCloseKey,RegCreateKeyExA,RegSetValueExA,NtOpenKey,RegQueryValueExA,LdrGetProcedureAddress,SetUnhandledExceptionFilter,NtTerminateProcess,NtClose,GetSystemTimeAsFileTime,RegOpenKeyExA,LdrLoadDll,LdrGetDllHandle,NtQueryValueKey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296bc4ae04280d275ca6b5bec8695a4d8796311540333243cc1277695e78400c,0,NtQueryValueKey,LdrUnloadDll,NtOpenSection,RegCloseKey,RegCreateKeyExA,RegSetValueExA,NtOpenKey,RegQueryValueExA,LdrGetProcedureAddress,SetUnhandledExceptionFilter,NtOpenProcess,NtTerminateProcess,NtClose,GetSystemTimeAsFileTime,RegOpenKeyExA,LdrLoadDll,LdrGetDllHandle,NtOpenDirectoryObject,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ae11b4cd277731ba5d218a2fdb22d19ea5f2780256bc481e86acbd8ed4ccf1c4,0,LdrUnloadDll,RegCloseKey,RegCreateKeyExA,LoadStringW,RegSetValueExA,GetSystemInfo,RegQueryValueExA,LdrGetProcedureAddress,MessageBoxTimeoutW,SetUnhandledExceptionFilter,NtTerminateProcess,NtClose,GetSystemTimeAsFileTime,RegOpenKeyExA,LdrLoadDll,LdrGetDllHandle,NtOpenKey,NtQueryValueKey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dc834803dd383961fe6e3208e7719d9bff3ed142e4b6198d9ac41af2158cee42,0,LdrUnloadDll,GetSystemInfo,IsDebuggerPresent,GetSystemWindowsDirectoryW,NtQueryValueKey,RemoveDirectoryA,NtFreeVirtualMemory,GetSystemMetrics,NtMapViewOfSection,GetFileSize,SetErrorMode,NtReadFile,CreateDirectoryW,NtWriteFile,LdrGetDllHandle,NtSetInformationFile,NtAllocateVirtualMemory,NtOpenFile,LoadStringA,SetFilePointer,NtUnmapViewOfSection,NtCreateFile,NtQueryAttributesFile,FindFirstFileExW,NtProtectVirtualMemory,NtCreateSection,SearchPathW,NtOpenKey,LdrGetProcedureAddress,SetEndOfFile,LdrLoadDll,NtTerminateProcess,NtQueryInformationFile,CreateProcessInternalW,NtClose,NtDuplicateObject,NtOpenSection,CoUninitialize,RegCloseKey,DrawTextExW,GetAsyncKeyState,RegQueryValueExA,EnumWindows,FindWindowW,GetFileVersionInfoSizeW,RegQueryValueExW,DrawTextExA,GetVolumePathNamesForVolumeNameW,RegEnumKeyW,SizeofResource,CreateActCtxW,GetFileSizeEx,RegOpenKeyExW,RegOpenKeyExA,GetKeyState,GetCursorPos,NtQuerySystemInformation,CoCreateInstance,GetSystemDirectoryW,NtQueryDirectoryFile,FindResourceExW,GetVolumeNameForVolumeMountPointW,GetSystemTimeAsFileTime,GlobalMemoryStatusEx,CoInitializeEx,GetFileInformationByHandleEx,NtOpenMutant,LoadResource,SetWindowsHookExW,GetFileVersionInfoW,NtOpenKeyEx,FindResourceA,GetUserNameExW,DeviceIoControl,NtQueryKey,NtSetValueKey,NtCreateKey,GetFileAttributesExW,LookupPrivilegeValueW,SendNotifyMessageW,NtOpenProcess,GetForegroundWindow,GetFileAttributesW,NtReadVirtualMemory,GetUserNameW,NtDelayExecution,LookupAccountSidW,GetComputerNameW,CreateThread,RegCreateKeyExW,SHGetFolderPathW,NetShareEnum,LoadStringW,FindResourceW,NtDeleteKey,NtCreateMutant,SetFilePointerEx,GetVolumePathNameW,GetDiskFreeSpaceExW,NtEnumerateKey,OleInitialize,SetFileTime,ShellExecuteExW,GetFileInformationByHandle,GetUserNameA,RegSetValueExW,RegCreateKeyExA,NtEnumerateValueKey,GetSystemDirectoryA,RegSetValueExA,SendNotifyMessageA,GetComputerNameA,RegDeleteKeyA,GetNativeSystemInfo,GetSystemWindowsDirectoryA,NtQueryFullAttributesFile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49d29162fed5d8665af2a15564d57f79c125a8707c5fd47075f2f25179d240da,0,LdrUnloadDll,CoUninitialize,GetForegroundWindow,DrawTextExW,RegQueryValueExA,IsDebuggerPresent,GetSystemWindowsDirectoryW,NtClose,NtOpenProcess,RegCloseKey,RegQueryValueExW,NtMapViewOfSection,GetSystemMetrics,RegOpenKeyExW,NtAllocateVirtualMemory,CreateDirectoryW,NtWriteFile,LdrGetDllHandle,NtFreeVirtualMemory,NtReadFile,GetFileSizeEx,CreateThread,RegQueryInfoKeyW,SetFilePointer,GetSystemDirectoryW,RegEnumKeyExW,LoadStringW,FindResourceExW,NtCreateFile,FindFirstFileExW,CoInitializeEx,RegEnumValueW,NtCreateSection,NtOpenKey,NtOpenMutant,LoadResource,LdrGetProcedureAddress,SetFileAttributesW,SetFileTime,LdrLoadDll,NtTerminateProcess,NtQueryValueKey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b63a935fe0aa98af4ca6af976db1fdc4891e1066e48383579283de6535d756b6,0,LdrUnloadDll,NtOpenKey,NtUnmapViewOfSection,SetUnhandledExceptionFilter,NtTerminateProcess,NtClose,GetSystemTimeAsFileTime,LdrGetDllHandle,NtQueryValueKey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985c4b89187fcfa2d9ac9e174cb6c4118c9fde984c2b0436b6090a779f043cf,0,LdrUnloadDll,NtQueryKey,LdrGetProcedureAddress,GetSystemWindowsDirectoryW,NtClose,GetFileAttributesW,NtMapViewOfSection,SizeofResource,NtWriteFile,LdrGetDllHandle,NtOpenFile,NtUnmapViewOfSection,NtQueryDirectoryFile,SetUnhandledExceptionFilter,NtCreateFile,GetSystemTimeAsFileTime,NtQueryAttributesFile,NtCreateSection,LoadStringW,NtOpenKey,LoadResource,FindResourceW,NtOpenThread,GetFileType,NtOpenKeyEx,LdrLoadDll,NtTerminateProcess,NtQueryValueKey,NtReadFile,SetFilePointer,GetNativeSystemInfo,NtOpenSection,CoUninitialize,RegCloseKey,NtDuplicateObject,DrawTextExW,FindResourceExW,GetSystemInfo,RegQueryValueExA,RegEnumValueW,RegOpenKeyExW,NtOpenProcess,GetForegroundWindow,RegQueryValueExW,GetVolumePathNamesForVolumeNameW,GetSystemMetrics,CreateActCtxW,GetFileSize,RegEnumKeyW,NtDelayExecution,SetErrorMode,NtAllocateVirtualMemory,CreateDirectoryW,NtSetInformationFile,NtFreeVirtualMemory,GetKeyState,GetCursorPos,NtQuerySystemInformation,GetFileSizeEx,CreateThread,RegQueryInfoKeyW,CoCreateInstance,GetSystemDirectoryW,SHGetFolderPathW,RegEnumKeyExW,GetTempPathW,GetVolumeNameForVolumeMountPointW,GlobalMemoryStatusEx,NtCreateMutant,CoInitializeEx,GetFileInformationByHandleEx,SearchPathW,NtOpenMutant,CoInitializeSecurity,SetWindowsHookExW,OleInitialize,UuidCreate,NtQueryInformationFile,CreateProcessInternalW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60ced2cca4ad14c9734d4026ef665069de7284a7748f7bdedc84eb9bd81bd8d7,0,RegCreateKeyExW,NtDuplicateObject,NtOpenSection,GetForegroundWindow,LdrUnloadDll,DrawTextExW,RegQueryValueExA,FindWindowW,GetSystemWindowsDirectoryW,NtQueryValueKey,RegCloseKey,RegQueryValueExW,NtFreeVirtualMemory,GetSystemMetrics,NtCreateThreadEx,SizeofResource,CreateActCtxW,RegOpenKeyExW,NtDelayExecution,NtAllocateVirtualMemory,RegOpenKeyExA,NtMapViewOfSection,GetKeyState,NtQuerySystemInformation,NtResumeThread,CreateThread,NtUnmapViewOfSection,CoCreateInstance,GetSystemDirectoryW,LoadStringW,FindResourceExW,NtCreateFile,GetSystemTimeAsFileTime,FindResourceW,GlobalMemoryStatusEx,NtQueryAttributesFile,NtCreateMutant,CoInitializeEx,LdrGetDllHandle,NtCreateSection,SetUnhandledExceptionFilter,NtOpenKey,NtOpenMutant,LoadResource,LdrGetProcedureAddress,RegSetValueExW,LdrLoadDll,NtClose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15832aa4a4487050846536e8973e2b7cb025684234add10608f2e56f4c92ec7b,0,NtOpenSection,GetForegroundWindow,SetFileTime,GetUserNameExA,GetVolumePathNamesForVolumeNameW,RegOpenKeyExW,SetErrorMode,ShellExecuteExW,GetFileInformationByHandle,RegOpenKeyExA,FindResourceExA,NtReadFile,GetFileInformationByHandleEx,GetUserNameA,GetTempPathW,NtCreateFile,GetSystemTimeAsFileTime,GlobalMemoryStatusEx,CoInitializeEx,LoadResource,NtQueryInformationFile,RegCreateKeyExW,DeviceIoControl,RegQueryValueExA,CopyFileA,NtQueryValueKey,RegCreateKeyExA,RegQueryValueExW,CreateActCtxW,NtDeviceIoControlFile,SetFilePointerEx,NtWriteFile,LdrGetDllHandle,GetSystemDirectoryW,LoadStringW,GetVolumeNameForVolumeMountPointW,GetSystemDirectoryA,NtProtectVirtualMemory,SHGetFolderPathW,RegSetValueExW,LdrGetProcedureAddress,RegSetValueExA,GetDiskFreeSpaceExW,LdrLoadDll,CoUninitialize,RegCloseKey,LookupAccountSidW,LdrUnloadDll,NtSetInformationFile,SendNotifyMessageW,GetSystemMetrics,GetFileSize,DrawTextExW,NtAllocateVirtualMemory,CreateDirectoryW,GetComputerNameW,GetFileSizeEx,CoCreateInstance,RegEnumKeyExW,FindFirstFileExW,RegEnumValueW,NtCreateSection,NtOpenMutant,GetFileType,CreateProcessInternalW,NtDuplicateObject,NtQueryFullAttributesFile,GetShortPathNameW,GetSystemInfo,NetShareEnum,GetSystemWindowsDirectoryW,NtClose,NtOpenProcess,NtFreeVirtualMemory,RegEnumKeyW,NtMapViewOfSection,OleInitialize,NtOpenFile,RegQueryInfoKeyW,SetFilePointer,NtUnmapViewOfSection,NtQueryDirectoryFile,NtQueryAttributesFile,NtCreateMutant,NtOpenKey,FindResourceExW,SHGetSpecialFolderLocation,NtOpenKeyEx,GetUserNameExW,NtQueryKey,NtCreateKey,NtEnumerateValueKey,FindWindowW,GetVolumePathNameW,GetFileAttributesW,NtReadVirtualMemory,SizeofResource,CoGetClassObject,GetUserNameW,NtDelayExecution,GetKeyState,GetCursorPos,NtSetValueKey,CreateThread,EnumWindows,GetFileAttributesExW,FindResourceW,NtDeleteKey,SearchPathW,NtEnumerateKey,LookupPrivilegeValueW,UuidCreate,CreateJobObjectW,GetAdaptersAddresses,SetInformationJobObject,InternetSetOptionA,CoInitializeSecurity,SetFileAttributesW,OpenServiceW,IsDebuggerPresent,NetGetJoinInformation,NtQuerySystemInformation,SetUnhandledExceptionFilter,setsockopt,RegDeleteValueW,socket,NtOpenDirectoryObject,GetBestInterfaceEx,GetNativeSystemInfo,WSAStartup,CryptCreateHash,DeleteFileW,NtResumeThread,CryptAcquireContextW,closesocket,CryptUnprotectData,SetFileInformationByHandle,SetWindowsHookExW,CryptHashData,__exception__,GetAddrInfoW,OpenSCManagerW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43a79f42622c9cb8c1ce27d38a97d52267b90d0ce4ec098394e0db42284e402a,0,NtQueryValueKey,NtCreateSection,NtOpenKey,SetUnhandledExceptionFilter,NtCreateFile,NtClose,GetSystemTimeAsFileTime,LdrGetDllHandle,WriteConsoleW,NtMapViewOfSection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80e5b10cc8083f9da2a77430d6289906213929f99173dfa9d407405dedceeae1,0,CreateToolhelp32Snapshot,LdrUnloadDll,NtOpenSection,CoUninitialize,RegCloseKey,NtQueryKey,GetNativeSystemInfo,DrawTextExW,GetSystemInfo,FindResourceW,IsDebuggerPresent,LookupPrivilegeValueW,NtQueryValueKey,NtOpenProcess,GetForegroundWindow,GetFileAttributesW,NtMapViewOfSection,GetVolumePathNamesForVolumeNameW,GetSystemMetrics,NtReadVirtualMemory,SizeofResource,CreateActCtxW,RegEnumKeyW,NtDuplicateObject,SetErrorMode,NtAllocateVirtualMemory,CreateDirectoryW,LdrGetDllHandle,Process32FirstW,GetKeyState,NtQuerySystemInformation,NtReadFile,NtOpenFile,GetFileSizeEx,GetSystemDirectoryW,CoCreateInstance,NtUnmapViewOfSection,NtQueryDirectoryFile,LoadStringW,FindResourceExW,Process32NextW,NtFreeVirtualMemory,GetVolumeNameForVolumeMountPointW,GetSystemTimeAsFileTime,NtQueryAttributesFile,NtCreateMutant,CoInitializeEx,GetFileInformationByHandleEx,NtCreateSection,SearchPathW,NtOpenKey,NtOpenMutant,LoadResource,LdrGetProcedureAddress,NtOpenDirectoryObject,NtOpenKeyEx,LdrLoadDll,NtCreateFile,GetSystemWindowsDirectoryW,NtQueryInformationFile,NtClose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08dc68152c14b9a6438a4f282bb6f9b0e00bb527d66387c0f6ee73db19188628,0,LdrUnloadDll,NtTerminateProcess,NtQueryValueKey,GetFileAttributesW,NtMapViewOfSection,LdrGetDllHandle,NtOpenFile,NtQueryDirectoryFile,SetUnhandledExceptionFilter,NtCreateFile,GetSystemTimeAsFileTime,NtQueryAttributesFile,FindFirstFileExW,NtCreateSection,NtOpenKey,LdrGetProcedureAddress,GetFileType,LdrLoadDll,GetSystemWindowsDirectoryW,NtQueryInformationFile,WriteConsoleW,NtClose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1358db29432a5a94303cbb647eec11b9362e36d3421b707d2b16cf653b49e133,0,RegCreateKeyExW,LdrUnloadDll,RegCloseKey,NtQueryKey,NtDuplicateObject,OpenServiceW,NtQueryValueKey,NtCreateThreadEx,RegOpenKeyExW,LdrGetDllHandle,NtResumeThread,RegEnumKeyExW,SetUnhandledExceptionFilter,GetSystemTimeAsFileTime,RegEnumValueW,RegSetValueExW,NtOpenKey,OpenSCManagerW,LdrGetProcedureAddress,NtOpenKeyEx,LdrLoadDll,UuidCreate,CreateProcessInternalW,NtClose,NtTerminateThread,NtTerminateProcess,NtOpenProcess,NtMapViewOfSection,NtQuerySystemInformation,CreateThread,NtCreateFile,GetSystemDirectoryA,NtCreateSection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e591d7dc262035adaa20c6d1705d740b2999019e4496d59725f22df3468a1ccc,0,GetUserNameExW,NtDuplicateObject,NtOpenSection,CoUninitialize,GetForegroundWindow,NtQueryKey,NtReadFile,GetNativeSystemInfo,GetSystemInfo,FindResourceW,GetFileAttributesExW,GetSystemWindowsDirectoryW,NtQueryValueKey,RegOpenKeyExW,NtOpenProcess,GetFileAttributesW,NtQuerySystemInformation,NtFreeVirtualMemory,CoCreateInstanceEx,GetSystemMetrics,NtMapViewOfSection,SizeofResource,CreateActCtxW,RegEnumKeyW,NtDelayExecution,RegQueryValueExW,SetErrorMode,NtResumeThread,NtAllocateVirtualMemory,CreateDirectoryW,ShellExecuteExW,LdrGetDllHandle,LdrUnloadDll,GetVolumePathNamesForVolumeNameW,NtSetValueKey,OleInitialize,NtOpenFile,GetFileSizeEx,CreateThread,NtUnmapViewOfSection,CoCreateInstance,GetSystemDirectoryW,NtQueryDirectoryFile,SHGetFolderPathW,SetUnhandledExceptionFilter,FindResourceExW,NtCreateFile,GetVolumeNameForVolumeMountPointW,GetSystemTimeAsFileTime,NtQueryAttributesFile,NtCreateMutant,NtProtectVirtualMemory,CoInitializeEx,GetFileInformationByHandleEx,NtCreateSection,LoadStringW,NtOpenKey,SearchPathW,LoadResource,LdrGetProcedureAddress,NtEnumerateKey,NtOpenKeyEx,LdrLoadDll,NtTerminateProcess,NtEnumerateValueKey,UuidCreate,NtQueryInformationFile,CreateProcessInternalW,NtClose,DeviceIoControl,RegCloseKey,DrawTextExW,NtCreateKey,GetFileSize,CoGetClassObject,GetCursorPos,CoInitializeSecurity,SetWindowsHookExW,GetKeyState,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
